ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6146813""","""1568419""","""A-000131909""",01/02/2018,"""1710-JADA-S""",""" ""","""Completed"""
"""6056936""","""1569566""","""A-000136915""",28/10/2017,"""""",""" ""","""Completed"""
"""6056937""","""1569566""","""A-000136915""",28/10/2017,"""""",""" ""","""Completed"""
"""6056938""","""1569570""","""A-000136919""",28/10/2017,"""""",""" ""","""Completed"""
"""6056939""","""1569570""","""A-000136919""",28/10/2017,"""""",""" ""","""Completed"""
"""6056940""","""1569563""","""A-000136912""",28/10/2017,"""""",""" ""","""Completed"""
"""6056941""","""1569565""","""A-000136914""",28/10/2017,"""""",""" ""","""Completed"""
"""6056942""","""1569579""","""A-000136921""",29/10/2017,"""""",""" ""","""Completed"""
"""6056943""","""1569567""","""A-000136916""",28/10/2017,"""""",""" ""","""Completed"""
"""6120090""","""1573548""","""A-000148160""",29/12/2017,"""""",""" ""","""Completed"""
"""6120091""","""1573542""","""A-000148156""",29/12/2017,"""""",""" ""","""Completed"""
"""6120092""","""1573543""","""A-000148157""",29/12/2017,"""""",""" ""","""Completed"""
"""6120093""","""1573549""","""A-000148161""",29/12/2017,"""""",""" ""","""Completed"""
"""6120094""","""1573546""","""A-000148159""",29/12/2017,"""""",""" ""","""Completed"""
"""6149722""","""1574953""","""A-000149701""",05/02/2018,"""""",""" ""","""Completed"""
"""6149723""","""1574954""","""A-000149702""",05/02/2018,"""""",""" ""","""Completed"""
"""6141171""","""1574741""","""A-000149636""",25/01/2018,"""1801-BTYA-O""","""Leave under cover ""","""Completed"""
"""6140548""","""1574720""","""A-000149466""",24/01/2018,"""""",""" ""","""Completed"""
"""6072617""","""1570664""","""A-000140460""",14/11/2017,"""1711-TAT6-O""",""" ""","""Completed/Cancelled"""
"""6147112""","""1571808""","""A-000144839""",01/02/2018,"""1711-RQTB-S""",""" ""","""Completed"""
"""6115193""","""1568606""","""A-000132097""",21/12/2017,"""""",""" ""","""Completed"""
"""6147149""","""1568336""","""A-000131711""",01/02/2018,"""1801-EMAD-S""",""" ""","""Completed"""
"""6117476""","""1569784""","""A-000137321""",06/12/2017,"""""",""" ""","""Completed"""
"""6117477""","""1572137""","""A-000147785""",06/12/2017,"""""",""" ""","""Completed"""
"""6117478""","""1572160""","""A-000147795""",07/12/2017,"""""",""" ""","""Completed"""
"""6117480""","""1572348""","""A-000147821""",09/12/2017,"""""",""" ""","""Completed"""
"""6117481""","""1572346""","""A-000147819""",09/12/2017,"""""",""" ""","""Completed"""
"""6117482""","""1572346""","""A-000147819""",09/12/2017,"""""",""" ""","""Completed"""
"""6117484""","""1572347""","""A-000147820""",09/12/2017,"""""",""" ""","""Completed"""
"""6117485""","""1572347""","""A-000147820""",09/12/2017,"""""",""" ""","""Completed"""
"""6117486""","""1572349""","""A-000147822""",09/12/2017,"""""",""" ""","""Completed"""
"""6117487""","""1572349""","""A-000147822""",09/12/2017,"""""",""" ""","""Completed"""
"""6117488""","""1572350""","""A-000147823""",09/12/2017,"""""",""" ""","""Completed"""
"""6117489""","""1572354""","""A-000147827""",09/12/2017,"""""",""" ""","""Completed"""
"""6117490""","""1572893""","""A-000147828""",10/12/2017,"""""",""" ""","""Completed"""
"""6117491""","""1573041""","""A-000148023""",13/12/2017,"""""",""" ""","""Completed"""
"""6117492""","""1573089""","""A-000148029""",14/12/2017,"""""",""" ""","""Completed"""
"""6117493""","""1573112""","""A-000148036""",15/12/2017,"""""",""" ""","""Completed"""
"""6117494""","""1573118""","""A-000148038""",15/12/2017,"""""",""" ""","""Completed"""
"""6117495""","""1573129""","""A-000148050""",16/12/2017,"""""",""" ""","""Completed"""
"""6117496""","""1573130""","""A-000148051""",16/12/2017,"""""",""" ""","""Completed"""
"""6117497""","""1573192""","""A-000148058""",17/12/2017,"""""",""" ""","""Completed"""
"""6117498""","""1573194""","""A-000148059""",17/12/2017,"""""",""" ""","""Completed"""
"""6117499""","""1573191""","""A-000148057""",17/12/2017,"""""",""" ""","""Completed"""
"""6117500""","""1573418""","""A-000148102""",21/12/2017,"""""",""" ""","""Completed/Cancelled"""
"""6117501""","""1573438""","""A-000148118""",24/12/2017,"""""",""" ""","""Completed"""
"""6117502""","""1573432""","""A-000148116""",23/12/2017,"""""",""" ""","""Completed"""
"""6117503""","""1573431""","""A-000148115""",23/12/2017,"""""",""" ""","""Completed"""
"""6076002""","""1570753""","""A-000140833""",17/11/2017,"""1711-MZQ2-O""","""POST OFFICE ""","""Completed/Cancelled"""
"""6068194""","""1570214""","""A-000138471""",09/11/2017,"""""",""" ""","""Completed"""
"""6089610""","""1571837""","""A-000145826""",29/11/2017,"""""",""" ""","""Completed"""
"""6094590""","""1571915""","""A-000147748""",02/12/2017,"""""",""" ""","""Completed"""
"""6059882""","""1569707""","""A-000137269""",01/11/2017,"""""",""" ""","""Completed"""
"""6117442""","""1570751""","""A-000140832""",17/11/2017,"""""",""" ""","""Completed"""
"""6117443""","""1570709""","""A-000140784""",20/11/2017,"""""",""" ""","""Completed"""
"""6117444""","""1571477""","""A-000140844""",19/11/2017,"""""",""" ""","""Completed"""
"""6117445""","""1571478""","""A-000140845""",19/11/2017,"""""",""" ""","""Completed"""
"""6117446""","""1571480""","""A-000140847""",19/11/2017,"""""",""" ""","""Completed"""
"""6117448""","""1571479""","""A-000140846""",19/11/2017,"""""",""" ""","""Completed"""
"""6117449""","""1570761""","""A-000140841""",18/11/2017,"""""",""" ""","""Completed/Cancelled"""
"""6117450""","""1571571""","""A-000141603""",21/11/2017,"""""",""" ""","""Completed"""
"""6117451""","""1571606""","""A-000142861""",22/11/2017,"""""",""" ""","""Completed"""
"""6117452""","""1571670""","""A-000144330""",25/11/2017,"""""",""" ""","""Completed/Cancelled"""
"""6117453""","""1571788""","""A-000144665""",27/11/2017,"""""",""" ""","""Completed"""
"""6117454""","""1571671""","""A-000144331""",25/11/2017,"""""",""" ""","""Completed"""
"""6117455""","""1571671""","""A-000144331""",25/11/2017,"""""",""" ""","""Completed"""
"""6117456""","""1571726""","""A-000144335""",26/11/2017,"""""",""" ""","""Completed"""
"""6117457""","""1571668""","""A-000144328""",25/11/2017,"""""",""" ""","""Completed"""
"""6117458""","""1571808""","""A-000144839""",28/11/2017,"""""",""" ""","""Completed"""
"""6117459""","""1571831""","""A-000145661""",29/11/2017,"""""",""" ""","""Completed"""
"""6117460""","""1571832""","""A-000145662""",29/11/2017,"""""",""" ""","""Completed"""
"""6117461""","""1568424""","""A-000131914""",30/11/2017,"""""",""" ""","""Completed"""
"""6117462""","""1571868""","""A-000146723""",30/11/2017,"""""",""" ""","""Completed"""
"""6117463""","""1571873""","""A-000147226""",30/11/2017,"""""",""" ""","""Completed"""
"""6117464""","""1571882""","""A-000147403""",01/12/2017,"""""",""" ""","""Completed"""
"""6117466""","""1571882""","""A-000147403""",01/12/2017,"""""",""" ""","""Completed/Cancelled"""
"""6117467""","""1571913""","""A-000147746""",02/12/2017,"""""",""" ""","""Completed"""
"""6117468""","""1571916""","""A-000147749""",02/12/2017,"""""",""" ""","""Completed"""
"""6117469""","""1571917""","""A-000147750""",02/12/2017,"""""",""" ""","""Completed"""
"""6117470""","""1571951""","""A-000147751""",02/12/2017,"""""",""" ""","""Completed"""
"""6117471""","""1571954""","""A-000147753""",03/12/2017,"""""",""" ""","""Completed/Cancelled"""
"""6117472""","""1571987""","""A-000147755""",04/12/2017,"""""",""" ""","""Completed"""
"""6117473""","""1571957""","""A-000147754""",03/12/2017,"""""",""" ""","""Completed"""
"""6117474""","""1572078""","""A-000147770""",05/12/2017,"""""",""" ""","""Completed"""
"""6117475""","""1569784""","""A-000137321""",06/12/2017,"""""",""" ""","""Completed"""
"""6124255""","""1573662""","""A-000148523""",04/01/2018,"""""",""" ""","""Completed"""
"""6124256""","""1573666""","""A-000148524""",04/01/2018,"""""",""" ""","""Completed"""
"""6124257""","""1573670""","""A-000148525""",04/01/2018,"""""",""" ""","""Completed/Cancelled"""
"""6124258""","""1573671""","""A-000148526""",04/01/2018,"""""",""" ""","""Completed"""
"""6124259""","""1573672""","""A-000148527""",04/01/2018,"""""",""" ""","""Completed"""
"""6124260""","""1573673""","""A-000148528""",04/01/2018,"""""",""" ""","""Completed"""
"""6227142""","""1576160""","""A-000150593""",02/05/2018,"""1803-EQBE-S""",""" ""","""Completed"""
"""6229235""","""1579539""","""A-000172055""",06/05/2018,"""""",""" ""","""Completed"""
"""6229239""","""1579540""","""A-000172056""",06/05/2018,"""""",""" ""","""Completed"""
"""6229243""","""1579541""","""A-000172057""",06/05/2018,"""""",""" ""","""Completed"""
"""6229253""","""1579543""","""A-000172059""",06/05/2018,"""""",""" ""","""Completed"""
"""6229254""","""1579544""","""A-000172060""",06/05/2018,"""""",""" ""","""Completed"""
"""6229256""","""1579544""","""A-000172060""",06/05/2018,"""""",""" ""","""Completed"""
"""6229800""","""1571808""","""A-000144839""",07/05/2018,"""1801-LSY4-S""",""" ""","""Completed"""
"""6229801""","""1569320""","""A-000133875""",07/05/2018,"""1801-C9L3-S""",""" ""","""Completed"""
"""6231983""","""1579619""","""A-000172072""",08/05/2018,"""""",""" ""","""Completed"""
"""6232200""","""1579627""","""A-000172073""",08/05/2018,"""""",""" ""","""Completed"""
"""6198475""","""1577524""","""A-000157618""",24/04/2018,"""Correcting price E1 Vend""",""" ""","""Completed"""
"""6200646""","""1577675""","""A-000158488""",24/04/2018,"""correct price E1/Vend""",""" ""","""Completed"""
"""6197062""","""1577466""","""A-000156477""",28/03/2018,"""""",""" ""","""Completed"""
"""6197063""","""1577467""","""A-000156478""",28/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6197323""","""1577474""","""A-000156480""",28/03/2018,"""""",""" ""","""Completed"""
"""6200645""","""1577672""","""A-000158487""",03/04/2018,"""""",""" ""","""Completed"""
"""6200646""","""1577675""","""A-000158488""",03/04/2018,"""""",""" ""","""Completed"""
"""6200883""","""1577680""","""A-000158661""",03/04/2018,"""""",""" ""","""Completed"""
"""6201049""","""1577691""","""A-000158662""",03/04/2018,"""""",""" ""","""Completed"""
"""6188095""","""1577243""","""A-000155506""",19/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6208599""","""1578437""","""A-000160539""",11/04/2018,"""""",""" ""","""Completed"""
"""6208601""","""1578438""","""A-000160711""",11/04/2018,"""""",""" ""","""Completed"""
"""6208602""","""1578438""","""A-000160711""",11/04/2018,"""""",""" ""","""Completed"""
"""6208692""","""1578439""","""A-000160712""",11/04/2018,"""""",""" ""","""Completed"""
"""6208775""","""1578451""","""A-000160715""",11/04/2018,"""""",""" ""","""Completed"""
"""6208906""","""1578455""","""A-000160716""",11/04/2018,"""""",""" ""","""Completed"""
"""6208908""","""1578461""","""A-000160887""",11/04/2018,"""""",""" ""","""Completed"""
"""6208909""","""1578461""","""A-000160887""",11/04/2018,"""""",""" ""","""Completed"""
"""6208910""","""1578458""","""A-000160789""",11/04/2018,"""""",""" ""","""Completed"""
"""6208942""","""1578460""","""A-000160885""",11/04/2018,"""""",""" ""","""Completed"""
"""6219618""","""1577474""","""A-000156480""",24/04/2018,"""fixing pricing issue""","""Send Credit to Kath at CDS ""","""Completed"""
"""6215839""","""1569321""","""A-000133876""",19/04/2018,"""""",""" ""","""Completed"""
"""6230726""","""1577675""","""A-000158488""",07/05/2018,"""Fixing pricing""",""" ""","""Completed"""
"""6186428""","""1577169""","""A-000155454""",17/03/2018,"""""",""" ""","""Completed"""
"""6234266""","""1576995""","""A-000153209""",10/05/2018,"""Dabbler May Pack""",""" ""","""Completed"""
"""6229264""","""1570128""","""A-000137338""",06/05/2018,"""""",""" ""","""Completed"""
"""6229265""","""1570128""","""A-000137338""",06/05/2018,"""""",""" ""","""Completed"""
"""6186436""","""1577171""","""A-000155456""",17/03/2018,"""""",""" ""","""Completed"""
"""6186446""","""1577172""","""A-000155457""",17/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6219278""","""1568634""","""A-000132122""",23/04/2018,"""1804-WYC8-O""","""Leave under cover ""","""Completed/Cancelled"""
"""6190259""","""1577283""","""A-000156058""",21/03/2018,"""""",""" ""","""Completed"""
"""6190260""","""1577282""","""A-000156057""",21/03/2018,"""""",""" ""","""Completed"""
"""6190905""","""1577284""","""A-000156059""",21/03/2018,"""""","""Waiting on credit card details s""","""Completed/Cancelled"""
"""6192881""","""1577331""","""A-000156258""",24/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6192882""","""1577327""","""A-000156254""",24/03/2018,"""""",""" ""","""Completed"""
"""6192883""","""1577330""","""A-000156257""",24/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6192886""","""1577328""","""A-000156255""",24/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6192897""","""1577334""","""A-000156260""",24/03/2018,"""""",""" ""","""Completed"""
"""6192898""","""1577332""","""A-000156259""",24/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6192899""","""1577336""","""A-000156261""",24/03/2018,"""""",""" ""","""Completed"""
"""6232332""","""1569274""","""A-000133380""",08/05/2018,"""""",""" ""","""Completed"""
"""6198016""","""1568839""","""A-000133051""",29/03/2018,"""""",""" ""","""Completed"""
"""6192910""","""1577339""","""A-000156264""",24/03/2018,"""""",""" ""","""Completed/Cancelled"""
"""6192914""","""1577341""","""A-000156266""",24/03/2018,"""""",""" ""","""Completed"""
"""6192918""","""1577342""","""A-000156267""",24/03/2018,"""""",""" ""","""Completed"""
"""6192919""","""1577343""","""A-000156268""",24/03/2018,"""""",""" ""","""Completed"""
"""6192920""","""1577344""","""A-000156269""",24/03/2018,"""""",""" ""","""Completed"""
"""6192924""","""1577345""","""A-000156270""",24/03/2018,"""""",""" ""","""Completed"""
"""6215035""","""1569471""","""A-000135302""",18/04/2018,"""1804-GV43-O""","""Leave by the front door ""","""Completed/Cancelled"""
"""6225478""","""1579096""","""A-000171826""",01/05/2018,"""""",""" ""","""Completed"""
"""6225867""","""1579099""","""A-000171998""",01/05/2018,"""""",""" ""","""Completed"""
"""6044043""","""1567606""","""A-000131699""",04/04/2018,"""E1 & Till don't balance""","""SEND CREDIT NOTE TO CELLAR DOOR PLEASE.""","""Completed"""
"""6044050""","""1568728""","""A-000132204""",04/04/2018,"""E1 & Till didn't balance""","""SENT CREDIT NOTE TO CELLAR DOOR PLEASE""","""Completed"""
"""6192949""","""1577374""","""A-000156274""",25/03/2018,"""""",""" ""","""Completed"""
"""6192950""","""1577374""","""A-000156274""",25/03/2018,"""""",""" ""","""Completed"""
"""6192953""","""1577375""","""A-000156275""",25/03/2018,"""""",""" ""","""Completed"""
"""6185863""","""1577158""","""A-000154911""",24/04/2018,"""Correct price E1 Vend""",""" ""","""Completed"""
"""141495""","""1567606""","""A-000131699""",07/05/2018,"""Reversing Vend E1 error""",""" ""","""Completed"""
"""6232408""","""1576285""","""A-000152849""",08/05/2018,"""1805-F8UK-O""","""Leave by the front door ""","""Completed/Cancelled"""
"""6198722""","""1577623""","""A-000157644""",02/04/2018,"""""",""" ""","""Completed"""
"""6198724""","""1577621""","""A-000157642""",02/04/2018,"""""",""" ""","""Completed/Cancelled"""
"""6198725""","""1577622""","""A-000157643""",02/04/2018,"""""",""" ""","""Completed"""
"""6198727""","""1577619""","""A-000157640""",02/04/2018,"""""",""" ""","""Completed"""
"""6198728""","""1577620""","""A-000157641""",02/04/2018,"""""",""" ""","""Completed"""
"""6198771""","""1577625""","""A-000157646""",02/04/2018,"""""",""" ""","""Completed/Cancelled"""
"""6198772""","""1577624""","""A-000157645""",02/04/2018,"""""",""" ""","""Completed"""
"""6198795""","""1577626""","""A-000157647""",02/04/2018,"""""",""" ""","""Completed/Cancelled"""
"""6198797""","""1577629""","""A-000157650""",02/04/2018,"""""",""" ""","""Completed"""
"""6198798""","""1577627""","""A-000157648""",02/04/2018,"""""",""" ""","""Completed"""
"""6198799""","""1577628""","""A-000157649""",02/04/2018,"""""",""" ""","""Completed"""
"""6198832""","""1577630""","""A-000157651""",02/04/2018,"""""",""" ""","""Completed"""
"""6198905""","""1577661""","""A-000157652""",02/04/2018,"""""",""" ""","""Completed"""
"""6186079""","""1577170""","""A-000155455""",17/03/2018,"""1803-5SZ8-O""","""Leave by the front door ""","""Completed/Cancelled"""
"""6186086""","""1577196""","""A-000155458""",17/03/2018,"""1803-7Q3D-O""","""Post office on St Kilda Road j ust on corner of commercial""","""Completed/Cancelled"""
"""6227941""","""1579158""","""A-000172027""",03/05/2018,"""""",""" ""","""Completed"""
"""6228619""","""1579175""","""A-000172032""",04/05/2018,"""""",""" ""","""Completed"""
"""6235178""","""1579700""","""A-000172272""",11/05/2018,"""""",""" ""","""Completed"""
"""6235219""","""1579702""","""A-000172273""",11/05/2018,"""""",""" ""","""Completed"""
"""6235271""","""1579705""","""A-000172274""",11/05/2018,"""""",""" ""","""Completed"""
"""6235273""","""1579706""","""A-000172275""",11/05/2018,"""""",""" ""","""Completed"""
"""6235275""","""1579707""","""A-000172276""",11/05/2018,"""""",""" ""","""Completed"""
"""6235315""","""1579708""","""A-000172277""",11/05/2018,"""""",""" ""","""Completed"""
"""6235343""","""1579709""","""A-000172278""",11/05/2018,"""""",""" ""","""Completed"""
"""6213901""","""1578752""","""A-000164863""",17/04/2018,"""""",""" ""","""Completed"""
"""6213903""","""1578750""","""A-000164862""",17/04/2018,"""""",""" ""","""Completed"""
"""6213937""","""1578753""","""A-000164864""",17/04/2018,"""""",""" ""","""Completed"""
"""6204800""","""1577775""","""A-000159979""",07/04/2018,"""""",""" ""","""Completed"""
"""6204801""","""1577775""","""A-000159979""",07/04/2018,"""""",""" ""","""Completed"""
"""6204814""","""1577778""","""A-000159982""",07/04/2018,"""""",""" ""","""Completed"""
"""6204815""","""1577779""","""A-000159983""",07/04/2018,"""""",""" ""","""Completed"""
"""6204816""","""1577780""","""A-000159984""",07/04/2018,"""""",""" ""","""Completed/Cancelled"""
"""6218450""","""1578890""","""A-000166193""",23/04/2018,"""""",""" ""","""Completed"""
"""6218451""","""1578891""","""A-000166194""",23/04/2018,"""""",""" ""","""Completed"""
"""6229190""","""1579188""","""A-000172046""",05/05/2018,"""""",""" ""","""Completed"""
"""6229195""","""1579189""","""A-000172047""",05/05/2018,"""""",""" ""","""Completed"""
